Avg_Area_Income,Avg_Area_House_Age,Avg_Area_Number_of_Rooms,Avg_Area_Number_of_Bedrooms,Area_Population,Address,Neighbourhood,Price
65465,5,6,3,31297,"88878 Ramirez Street
Fordville, NV 54980",Rich,1047689
107701,7,8,3,37619,"41017 Eric Village
Jonathanport, CO 37205",Super_Rich,2332110
58829,6,6,3,31236,"8136 Lopez Cove Suite 606
Thomasview, MD 87052-0869",Middle_Class,956435
94650,7,7,5,27797,"3232 Martinez Spurs Suite 594
Paulview, IL 73971-9525",Super_Rich,1892623
49851,4,5,3,32511,"03837 Burton Run Apt. 741
North Casey, HI 32920",Middle_Class,283208
61522,6,8,6,30398,"249 Wall Stream Suite 514
Lake Cynthiaville, WY 10462",Rich,1176021
59082,4,6,3,33462,"776 Shawna Port Suite 508
Burkeshire, DE 16725-8223",Middle_Class,783818
80732,8,7,6,28954,"4131 Jones Neck Apt. 808
Lake Jamesmouth, VI 37688",Super_Rich,1625703
88222,6,6,2,34795,"9951 Kevin Knoll Apt. 557
Piercefort, CT 70599",Super_Rich,1961846
70651,5,5,2,35339,"70172 Harding Burgs
New Elizabeth, GA 31809-6568",Rich,1084556
79289,6,6,2,41321,"99993 Miller Mall
North Shelbyview, CO 19948-1105",Rich,1428247
73969,6,8,6,39663,"23210 Vaughn Plaza
Patrickview, FM 32471-7299",Super_Rich,1634945
62857,5,5,4,48339,"2061 Edward Circles Suite 191
Lindseyborough, GU 82013",Middle_Class,915992
72991,3,6,2,50626,"0618 Richardson Mountain Apt. 253
Jasmineport, DC 78574",Rich,1042373
62794,4,8,5,31162,"54038 Warner Mall Suite 306
Sarahmouth, SD 61528",Middle_Class,879618
71806,5,6,2,47563,"13963 Anderson Fork
Port Dawnside, NV 79521",Rich,1210431
69584,5,8,6,17045,"27634 Bell Mission Apt. 748
Whiteshire, FM 13329-8305",Rich,1059262
62357,6,7,5,23382,"PSC 9682, Box 5865
APO AA 11465",Middle_Class,972417
59716,5,7,5,41273,"7099 Shane Trail Apt. 259
Pinedaborough, GU 91864-3525",Rich,1242979
71093,5,5,3,37143,"19371 Laura Mountain
South Sergioshire, PA 45947",Rich,1096846
76336,5,8,3,37258,"69486 Brenda Island Apt. 827
Sarahborough, CT 52727",Rich,1392685
54762,3,7,5,58460,"84075 Jeffrey Tunnel
South Amymouth, KS 13318-7131",Rich,1080464
61666,5,6,2,34605,"4484 Estes Bypass
Bradleystad, FM 70703",Middle_Class,821413
92280,7,8,4,38004,"9032 Hernandez Passage
Lake Karenstad, NY 24477-7673",Super_Rich,2237778
74312,5,7,3,43906,"067 Lucas Walks Suite 450
East Marcland, VI 00144-8724",Super_Rich,1518319
70026,6,8,3,38102,"171 Wayne Flat Apt. 324
Bartlettside, IL 19674",Super_Rich,1503552
68524,6,5,2,48112,"85915 James River
Leblancfort, TN 61922-6111",Rich,1219154
87927,5,4,2,34724,"01358 Barton Ranch
Lawrenceborough, SD 60884-8281",Rich,1276259
74082,6,6,2,32617,"4120 Jason Path
Lake Rebeccafort, ME 80907-9585",Rich,1400496
72245,6,5,2,25508,"271 Larson Corners Apt. 496
Andreaburgh, TX 00062",Rich,1127174
63555,5,7,3,41839,"502 Willis Village Apt. 935
Port Lawrence, IN 49301",Rich,1251663
74170,5,6,2,40719,"158 Christina Junctions Suite 137
North Justin, HI 69723-6199",Rich,1469354
70005,4,7,4,25136,"93827 Gonzalez Rest Suite 278
Luisville, MH 13877-8429",Middle_Class,946556
67547,6,7,4,28131,"639 James River Suite 931
West Denise, KY 32288",Rich,1150658
61776,6,8,3,27970,"999 Lewis Fork
South Stephanie, WV 50293-8967",Rich,1325819
69200,5,6,4,31085,"976 Tamara Course Suite 169
South Donna, MP 27394-3313",Rich,1150093
66887,6,7,3,23806,"652 Debra Ramp Suite 784
Port Stefanieside, KY 51547",Rich,1009142
83201,6,7,5,43837,"45434 Craig Shore
West Justin, AK 33316",Super_Rich,1705276
59944,5,8,4,28999,"4788 Kristen Bypass Suite 131
West Michael, SC 22980",Middle_Class,829794
53676,6,6,2,47027,"7655 Weber Square
New Jaclyn, MT 85582",Rich,1046442
64074,5,6,4,40211,"Unit 6626 Box 7561
DPO AP 16790",Rich,1152269
77324,4,6,2,32839,"3269 Sherri Corner
New Jonathan, MS 39820-0357",Rich,1091479
76870,5,5,4,25655,"60046 Destiny Port Suite 618
North Nataliehaven, WV 64258",Rich,1039915
55897,3,7,5,31094,"79244 Lee View Suite 312
Wendyton, MO 11893-3330",Middle_Class,565732
87765,5,8,6,39910,"168 Phillips Row
New Emily, CO 16308-7553",Super_Rich,1739628
78331,5,8,3,31032,"3350 Morris Road Suite 424
Maymouth, DC 48494",Rich,1442128
74569,3,5,2,39183,"8850 April Lock Suite 431
North Janet, AR 53662-0663",Rich,1004124
87314,5,6,2,25224,"639 Christopher Squares Suite 686
Reneetown, GA 47710",Rich,1143621
78019,4,6,2,36689,"234 Mary Vista
Port Jenniferhaven, AS 50660-3651",Rich,1060241
64432,6,7,4,50851,"3133 Stacey Mountains Suite 240
East Kayla, AK 86549-5044",Super_Rich,1548962
74332,5,7,6,30212,"7004 Monica Locks Apt. 668
Brownmouth, PR 36675",Rich,1056984
74664,7,6,3,23817,"4241 Reed Keys Apt. 890
Snyderburgh, MI 24927",Rich,1447353
73406,5,5,4,38073,"2758 Harris Canyon Apt. 514
Bakerburgh, PA 60893",Rich,1251566
58464,4,7,3,25157,"024 Caleb Parkways
East Matthewborough, LA 94636",Middle_Class,751969
61600,4,6,2,37457,"5274 Brown Ridge Apt. 421
East Robintown, DE 26378-8119",Middle_Class,764955
75155,5,6,4,51562,"1157 Jasmine Grove Apt. 934
East Craigside, AZ 99194-1973",Super_Rich,1539958
67828,5,6,2,27127,"39341 Wise Ports
Lake Laura, KY 62351-5064",Middle_Class,962747
50144,6,7,3,43233,"781 Townsend Mountains Suite 207
Joneston, NY 22169-4842",Rich,1353854
86557,5,8,5,42757,"5442 Mcdaniel Hill
South Joe, TN 50468-3763",Super_Rich,1850525
87733,5,6,3,43943,"3034 Sarah Stream
West Patricia, CT 37525",Super_Rich,1778411
65846,7,8,3,22355,"939 Atkinson Vista Suite 208
Kennethton, GU 36352-1328",Rich,1369006
45551,6,6,2,49839,"27317 Lloyd Radial Apt. 985
South Kevinview, NJ 72757-4701",Rich,1197975
89946,6,8,4,40502,"03913 Brian Skyway Suite 719
East Michaelfort, FL 88693-1834",Super_Rich,1930143
72792,7,6,2,34104,"8339 Claudia Port
Brianberg, LA 70084",Super_Rich,1481946
68709,5,8,4,31659,"900 Eileen Prairie Suite 346
South Melissa, WV 86173-2956",Rich,1347578
87506,5,4,3,32699,"20330 Kendra Throughway Apt. 798
South Timothyville, OH 90558-4977",Rich,1358646
62862,4,6,3,37254,"4468 Haley Meadow Suite 401
Amandamouth, LA 51503-8671",Middle_Class,931768
59054,5,7,5,51384,"6879 Rogers Squares
Port Christine, PR 15758-2368",Rich,1205962
45978,5,8,3,36062,"497 Olson Rue
Port Scottbury, MD 24573",Middle_Class,792146
80281,6,8,5,45424,"363 Meyers Island
Lake Iantown, MP 83262-3375",Super_Rich,1618670
65908,5,6,3,24080,"907 Maria Branch
Jamesport, VT 98208-9060",Middle_Class,864446
55930,5,6,3,24898,"559 Megan Summit Suite 325
Obrienmouth, OR 18396",Middle_Class,662630
77587,6,6,4,37280,"2326 Amy Plains Suite 061
Dawnfurt, SD 64522-9268",Super_Rich,1485145
62636,5,5,3,51456,"84212 Christopher Knoll Suite 747
Codymouth, ID 33963-6108",Rich,1047226
76142,4,8,4,41931,"96599 Santos Causeway Apt. 231
Port Paula, MA 16824",Rich,1392793
63524,6,4,4,48123,"136 Brown Mills Apt. 509
Fletcherfort, IL 45521",Middle_Class,943575
85673,6,6,2,33110,"59400 Theresa Well Suite 331
South Sandraland, MN 59076",Super_Rich,1793398
49268,6,8,6,41349,"USNV Hall
FPO AP 47103-2429",Middle_Class,881273
87978,8,7,5,39586,"926 Rose Rapids Suite 479
South Jacob, AL 52129",Super_Rich,2138713
78785,6,6,2,33603,"99061 Justin Mission Suite 452
Johnhaven, OR 27004-7494",Super_Rich,1540869
79271,8,6,3,28904,"2627 Ford Spurs Suite 995
Christopherton, KY 30003-0171",Super_Rich,1707650
62755,6,6,3,41525,"713 Jason Plaza Apt. 927
Coreymouth, MA 50325",Rich,1025705
81944,6,6,4,34262,"6975 Gabrielle Shores
Lake Kelseyland, CO 77085-1324",Super_Rich,1541186
67384,7,7,6,48918,"9380 Kimberly Mission Apt. 786
Buckmouth, PW 12882-2996",Super_Rich,1930344
67282,5,7,4,42768,"9131 Cline Prairie Suite 607
West Trevor, ND 38795-2007",Super_Rich,1481146
57869,5,6,3,44474,"05589 Aaron Prairie
Bakerbury, MP 64630-4394",Rich,1099725
64967,7,7,3,28164,"917 Black Prairie
West Elizabeth, OH 04452",Rich,1190867
69700,6,5,4,21934,"8649 Elizabeth Hill
Port Erin, WY 52957-5435",Rich,1070318
74490,5,8,4,35563,"238 Julie Parks
Christopherton, NH 95146",Rich,1358213
54827,7,7,6,45027,"59647 Matthew Harbors
Sheilashire, OK 81154-7934",Rich,1198725
74369,6,8,3,45991,"PSC 9368, Box 6505
APO AA 78606",Super_Rich,1774715
81357,6,6,3,51019,"0052 Murphy Motorway
New Maria, TN 69580-8439",Super_Rich,1538903
73185,5,6,4,54680,"Unit 1448 Box 4395
DPO AA 25685",Rich,1462360
53526,4,6,3,51611,"64535 Billy Mountain
Moseston, TN 48447-9761",Middle_Class,953261
64736,6,7,3,47717,"7956 Cassandra Union
Lake Ann, OR 51456",Rich,1427108
68488,4,7,4,28298,"08119 Regina Hollow
Ianport, SC 23292-5020",Middle_Class,769576
49424,7,5,2,18656,"02795 Wendy Point
West Shannon, DE 72326-4625",Middle_Class,668255
62032,5,7,4,25267,"1728 Erickson Ferry Apt. 348
Johnborough, WY 10598-1489",Middle_Class,800809
64506,6,7,6,41521,"57349 Paul Wall
Port Kelly, MD 28873-9792",Rich,1427202
51178,6,6,3,31822,"74931 Rogers Wall
Julianfurt, IN 78140",Middle_Class,783566
64290,3,7,3,54157,"519 Avila Road
Jamesbury, SC 76217-0455",Middle_Class,949072
61482,7,8,3,50245,"53979 Derek Road
Carrieville, DC 45078-8600",Super_Rich,1693591
70130,8,9,4,26794,"72654 Jason Plaza
South Crystalburgh, MS 24864",Super_Rich,1675557
84923,7,6,4,43231,"995 Carter Haven
North Raymondchester, PA 75389",Super_Rich,1943359
63233,4,6,2,49272,"05706 Ochoa Points Suite 263
North Craig, MH 98488-6772",Rich,1106261
53776,6,5,4,29324,"75906 Marissa Ville Apt. 047
Robinsonside, MN 51149",Middle_Class,978766
67125,4,7,5,22651,"3703 Mark Stravenue
Jenniferland, VT 47784",Rich,997827
66007,6,5,4,45399,"9606 Sanford Villages Apt. 846
Piercestad, CT 72842-3325",Rich,1062206
64838,6,8,4,32921,"Unit 2193 Box 7909
DPO AA 47323-2101",Rich,1382172
83889,6,5,4,17957,"4641 Romero Branch
Port Adam, OH 48769",Rich,1281741
78846,6,7,6,41261,"89757 Mcfarland Cove
South Ronaldport, LA 62288-5973",Super_Rich,1592664
72556,5,7,6,31487,"796 William Skyway Apt. 402
West Tyrone, VI 81186-6677",Rich,1247557
62069,5,7,3,27098,"47492 Phillips Trail Apt. 262
Mariohaven, MH 00956",Middle_Class,779207
88697,4,6,3,29935,"649 Brandon Ways
New Jennifer, GA 81262",Rich,1222760
57216,6,8,6,35046,"773 Zachary Turnpike
South Vanessamouth, NJ 83757",Rich,1380715
53712,4,6,2,31913,"151 Luna Landing
Brandtmouth, RI 02975",Middle_Class,704884
77330,5,5,3,49571,"26425 Tasha Trace Suite 683
North Kristinbury, UT 69027",Super_Rich,1530480
66556,6,8,4,45325,"7287 Mullen Burg Apt. 284
Housetown, VA 71506-7091",Super_Rich,1780415
74864,6,8,6,46250,"19834 Rodriguez Lights Suite 480
Parkchester, MS 20288-6598",Super_Rich,1709667
62561,4,7,3,37446,"993 Lowery Villages Suite 537
Warnerhaven, MD 10412",Middle_Class,852565
77821,5,6,2,33932,"58847 Mccormick Isle Apt. 081
North Patrickborough, NJ 31166-7988",Rich,1185310
79579,5,8,6,43214,"USNV Walker
FPO AE 81668-3821",Super_Rich,1795093
69923,4,5,4,45202,"65132 Sharon Manors
Maynardmouth, MI 60210-9659",Middle_Class,956241
63879,4,7,4,56266,"85285 Kayla Walks
Garnerberg, MA 84386",Rich,1224454
59154,4,5,2,26567,"0880 Torres Views
Lake Seanside, ND 47671",Middle_Class,552279
52835,7,7,5,34537,"1813 Shawn Canyon Apt. 761
East Kennethfurt, LA 37064-8900",Rich,1186357
63750,7,8,3,47248,"079 Cruz Walks
Gregoryfurt, IL 39580",Super_Rich,1582261
81741,5,7,5,29755,"508 Watson Motorway
Kirbychester, NJ 76201-4719",Super_Rich,1478028
77594,6,7,5,24293,"878 Shawn Ford Suite 912
Aaronburgh, NC 90513-9301",Rich,1386306
79843,5,7,3,42452,"006 Benson Camp Suite 290
Lake Tracy, AL 36317-8259",Rich,1424786
77081,3,7,6,40080,"72956 Jessica Stravenue
Bethanyshire, CT 67149-6278",Rich,1206937
70713,4,7,5,29436,"809 Harrington Forges
Smithstad, PW 59127",Rich,1209287
63797,5,6,2,26626,"2765 Smith Mission
Baldwinton, LA 68900",Rich,1029869
45914,4,6,4,26309,"7976 Richard Plains Apt. 958
Lake Abigail, IN 02827-4222",Middle_Class,300464
88190,5,6,2,25177,"002 Katherine Flat
Hartmanland, AZ 37973-3049",Rich,1294278
72010,5,8,6,16376,"456 Nicole Canyon
New Valerieside, CA 37155",Rich,1251757
52420,7,6,4,39766,"35923 Melody Union
Huffmanville, AK 21375",Rich,1128403
74748,5,7,5,36071,"467 Emily Rapids
New Bradleyside, MI 74897",Rich,1363669
80913,5,7,6,30034,"642 Ashley Burg
Jennifershire, KY 79760-6173",Rich,1177744
59480,5,7,4,43703,"99990 Miller Way
Russellberg, MN 31202",Middle_Class,980274
80951,5,6,4,38990,"3027 Pamela Trail Suite 457
South Veronica, NC 79350",Super_Rich,1524115
63856,7,6,3,31114,"9912 Smith Roads Apt. 591
Lake Stacey, AR 95418-6029",Rich,1311902
74727,5,7,5,27639,"68583 Allen Centers
North Masonhaven, ME 51493-3022",Rich,1119992
78095,6,7,3,32346,"165 Rebecca Run
South Hannahport, LA 92436-6494",Super_Rich,1538922
69689,4,6,4,27438,"5831 Lisa Road Suite 705
East Nathan, VI 05521-1350",Middle_Class,843633
54973,5,7,5,40412,"5073 Spencer Station Suite 444
Toddfort, MO 95614",Middle_Class,903301
62571,5,7,4,41465,"86533 Gould Hills
Garciachester, DE 09135-4735",Rich,1161995
69370,5,4,3,33732,"1732 Barbara Overpass
Hillmouth, DC 64884",Middle_Class,733299
82415,7,6,3,46297,"8901 Lisa Isle Apt. 035
North Tammiechester, NC 23048-4036",Super_Rich,1837930
52864,5,7,3,39156,"15502 Hailey Courts
West Melissaton, GA 00663",Middle_Class,962028
65855,6,7,6,45528,"88428 Campos Path Apt. 890
North Joshuashire, AZ 84342-5757",Super_Rich,1477765
61310,7,7,4,33201,"29337 Gabrielle Mission Suite 631
Loganfort, MS 10959",Rich,1419345
39411,4,7,4,45851,"1085 Michele Glens Apt. 517
Sergiotown, VT 20367",Middle_Class,539483
77265,5,7,3,21558,"270 Sarah Vista
North Jessicatown, MP 84920-3221",Rich,1097701
74777,6,6,2,30013,"300 Larry Drive Apt. 188
Maychester, GU 63293-8809",Rich,1412274
67474,3,7,4,34971,"6700 Burns Summit Apt. 752
Munozmouth, PR 33205",Rich,1013443
68848,6,6,4,25880,"140 Alvarado Center
Hessview, OR 63586",Middle_Class,893919
66148,6,6,4,31574,"77597 Connie Harbors
Robertville, DC 21128-0453",Rich,1234531
63595,6,6,3,19345,"904 Jennifer Pass
East Carolyn, NE 80148-8850",Middle_Class,864702
60741,6,6,4,24534,"5432 Walker Island
North Richardchester, AS 42587",Middle_Class,977024
73540,4,7,5,39756,"12715 Short Squares Suite 017
Leahburgh, PR 77137-6937",Middle_Class,936148
74633,5,5,3,30600,"132 Allison Rapids
Yvonnefurt, NC 14633",Rich,1056976
62016,5,7,3,35750,"PSC 0939, Box 2872
APO AE 84646",Rich,1040607
84249,5,6,4,44571,"3067 Monica Junctions
New Jamie, NY 50202",Super_Rich,1641101
44247,6,6,4,22011,"1377 Moran Wells
Richardburgh, IL 33834-1305",Middle_Class,503065
59473,6,7,6,41215,"27645 Kline River
Port Samuelside, GU 06730",Rich,1296146
67839,6,6,3,26377,"43918 Carpenter Village
Lindsayborough, WY 68856-0092",Rich,1164209
62972,7,4,2,33869,"76984 Adams Stream
Jamesview, AZ 00532-4427",Rich,999814
61162,5,7,6,36033,"06275 Ross Mills Suite 054
Lisastad, DC 67330",Rich,1060897
87472,5,7,3,48306,"29279 Jermaine Plain
Morrisland, SC 37248-4063",Super_Rich,1848633
48692,4,6,3,36239,"520 Love Hill
Port Scottview, NC 38932-2657",Middle_Class,617157
67858,4,6,3,29708,"PSC 8501, Box 9843
APO AP 98266-5428",Middle_Class,857697
72332,5,6,4,45804,"87019 Russell Port Apt. 950
Rhondastad, KY 27693-9413",Rich,1253434
80775,6,7,5,26601,"62969 King Junctions Apt. 619
Maryton, NY 45618",Super_Rich,1635092
75151,7,6,3,32032,"PSC 7794, Box 7590
APO AA 40047",Super_Rich,1524845
62095,5,4,3,36183,"94007 Luis Isle Apt. 081
Port Jesse, IN 51991",Middle_Class,763869
75759,5,7,4,46188,"14841 Jeffery Passage
Lake Kyle, WA 90337-7454",Rich,1376637
64374,8,7,6,23251,"95798 Elizabeth River
Benjaminbury, VT 03318-9619",Rich,1244440
48147,5,7,6,32050,"PSC 3778, Box 1575
APO AE 50445-2100",Middle_Class,693931
64127,5,6,2,42628,"3840 Timothy Walks
West Deborah, VT 14535-2467",Rich,1277744
83921,5,6,4,39569,"805 Brown Land Suite 726
Jenniferhaven, GA 61596-1119",Super_Rich,1539329
54617,6,6,2,29613,"548 Alec Keys
Daniellemouth, PA 02241",Middle_Class,903881
45493,7,7,3,38938,"PSC 9294, Box 6252
APO AP 46111-7806",Middle_Class,896944
72780,5,5,2,44953,"60075 Rhodes Summit
North Crystalview, VA 40652",Rich,1184758
96395,5,7,6,35036,"389 Michael Knolls Apt. 891
Reyeshaven, WV 22646-0966",Super_Rich,1731437
47467,5,7,3,37341,"753 Kline Street
New Cindyland, MI 13424-8203",Middle_Class,762144
61807,5,8,5,44586,"876 Woods Circles
North Sarah, OK 34668",Rich,1270905
54794,5,8,4,39385,"043 Tyler Oval
Lake William, AS 62856-9836",Rich,1000043
94923,5,8,3,43818,"8068 Curtis Glen
Anthonyfurt, VA 17191",Super_Rich,1967637
62058,7,6,3,28954,"034 Parker Unions
Lake Thomas, MP 99522-4945",Rich,1114779
46952,6,5,4,31628,"727 Gonzales Fork
Jonathanborough, ND 57809-1961",Middle_Class,671661
67003,6,7,3,28464,"003 Erica Passage Apt. 274
East Ritaton, KS 97261-8617",Rich,1214986
87835,4,7,3,16250,"1215 Dawson Locks Suite 788
Port Elizabeth, NH 66530",Rich,1053236
73433,7,6,2,44544,"62721 Stewart Mount
Marieburgh, WY 37987-7127",Super_Rich,1515005
70124,6,7,6,51673,"3222 Alexis Square
Leetown, MS 07616",Super_Rich,1732196
84366,4,7,5,43445,"30682 Perry Ranch Suite 253
Tinaport, CT 17781",Super_Rich,1587122
60343,7,7,4,24199,"8042 Jasmine Ramp
Charlesborough, IL 29751",Rich,1184893
71308,5,8,3,22710,"6049 Ramos Fork
Vaughnmouth, MN 39214-3093",Rich,1314348
65430,4,7,4,33320,"7646 Joshua Tunnel
Christinaton, AZ 69071-6657",Middle_Class,717825
73591,5,6,2,51662,"960 Diamond Mews Apt. 150
East Donnaview, MH 67321-2363",Rich,1441736
52805,7,6,4,37161,"4122 Bradley Turnpike Apt. 551
New Carlaville, KY 15412-2546",Rich,1119542
58187,6,7,4,31551,"0227 Walters Haven
West Wesleybury, MS 17227",Middle_Class,850977
70506,6,7,3,44706,"6998 Jason Hollow
Kleinbury, KY 02969",Super_Rich,1655466
77412,7,7,4,33258,"793 Cynthia Shore
South Randy, MN 75770-8233",Super_Rich,1641739
65087,6,7,3,40283,"31241 Johnson Prairie Suite 452
Hancockshire, AS 54797-5444",Rich,1369976
72547,5,7,3,39218,"PSC 6728, Box 9260
APO AA 33818",Rich,1465835
78864,6,7,3,50194,"8374 Colon Isle
North Yolanda, SD 47070-7137",Super_Rich,1789334
67335,6,7,6,10311,"493 Beth Tunnel Apt. 276
New Mitchell, DC 10981",Middle_Class,863297
79552,5,6,3,50113,"5131 Tapia Gardens Suite 886
Christinaburgh, CO 75023-0787",Rich,1425366
89089,7,9,5,49782,"8252 Murillo Mountain
Glennshire, SC 33179",Super_Rich,2271112
67110,7,7,6,31998,"965 Wilson Ridges
Holmesland, VT 81072",Rich,1370699
80778,6,6,3,34431,"3753 Dean Island Suite 773
North Dennis, OR 90936-6820",Super_Rich,1566740
76624,5,6,4,47039,"678 Patton Pass
Guzmanberg, MA 60510",Rich,1436995
80011,6,6,2,26576,"51202 Perez Squares
New Kellytown, WV 38886-7802",Rich,1345962
70472,6,6,3,34894,"4821 Christopher Park
Lopezside, MH 21430",Rich,1265180
57456,5,7,6,37378,"278 Tina Spur Suite 751
Jessicashire, PA 60756",Rich,1061222
80000,5,5,3,42245,"50664 Kent Haven
Christopherchester, KS 50822-8146",Rich,1383967
66387,5,7,5,22552,"0896 David Islands Suite 115
Lake Patriciaburgh, MD 03928-1885",Rich,1051519
64699,6,6,4,49083,"31018 Park Square Suite 876
Normanside, MA 65696-1725",Super_Rich,1550359
84777,5,6,2,42038,"88259 Amanda Valleys
Carrollmouth, OH 35308-8073",Rich,1375057
81196,6,7,3,49574,"6983 Tyler Mission Apt. 984
South Nicholasbury, DE 26628",Super_Rich,1882978
60690,7,7,3,35528,"814 Elizabeth Square Suite 264
New Brenda, DC 70173-4108",Rich,1274053
72000,7,7,3,27699,"02930 Kenneth Glen Apt. 117
East Michaeltown, NC 02319-9280",Rich,1426434
51144,6,6,4,39369,"572 Shelton River Suite 617
Reyesland, DE 48811",Middle_Class,913587
57683,6,7,4,43348,"014 Cheryl Plaza Suite 493
Lake Melinda, MH 07175",Rich,1116730
63759,6,7,6,35071,"4976 Shields Mount Suite 333
East Michelehaven, CT 44471-9324",Rich,1226586
68615,8,6,2,51791,"4518 Caleb Hills Apt. 029
East Shannon, VI 80699-6731",Super_Rich,1836978
66823,7,6,4,30852,"365 Sue Place Apt. 092
Lake Davidport, VT 70760",Rich,1452153
67564,6,8,5,21880,"8783 Cristian Vista Suite 144
Lake Tiffany, HI 82995-2929",Rich,1294750
68008,4,7,5,28908,"USNS Hernandez
FPO AA 27512",Rich,1059870
73715,6,7,3,45540,"Unit 1515 Box 0124
DPO AA 13767",Super_Rich,1615346
50813,7,5,2,30767,"49703 Joshua Camp
Port Brianbury, OH 78964",Rich,1107692
83814,8,7,3,51538,"125 Gillespie Plain
Whitefurt, MO 18599",Super_Rich,2330289
51666,7,7,3,41926,"016 Ashley Locks
Mortonstad, WY 58148",Rich,1116193
69236,5,5,4,39399,"8534 Gina Route Apt. 739
Davischester, GA 71300-1917",Rich,1072253
81099,6,7,4,29780,"81304 Jonathan Camp
Lake Tannerbury, RI 29349",Super_Rich,1626941
59303,6,9,3,43609,"90568 Garcia Vista
North Marioville, GU 75958-1328",Super_Rich,1669681
69610,4,5,4,39210,"02315 Franklin Crescent Suite 962
North Peter, RI 58237",Middle_Class,806121
77402,5,7,6,39351,"031 Garza Springs Suite 573
Perryville, CA 13499-5935",Super_Rich,1680252
73386,4,7,4,38413,"USS Williams
FPO AA 31030",Rich,1186441
70961,8,6,2,38251,"8749 Matthew Row
East Markport, IN 41253",Super_Rich,1766248
81181,6,8,5,26690,"619 Ralph Key Apt. 220
Josephberg, AZ 58966-3248",Super_Rich,1641055
57272,7,6,2,30099,"9048 Deborah View Apt. 049
New Laurie, PR 61237",Rich,1120894
58871,8,7,5,25091,"7579 Walter Curve
Hartfort, VA 37328-6949",Rich,1325706
74029,6,6,4,36360,"055 Tina Roads Suite 878
North Aprilshire, PW 13402",Super_Rich,1593347
56849,4,6,3,43522,"225 Brandi Avenue Apt. 147
Lopezbury, KS 51049",Middle_Class,605073
73587,5,6,2,25271,"PSC 3878, Box 6882
APO AP 64687-9459",Rich,1064509
49728,5,7,3,37608,"77621 Michael Fork Suite 487
Port Lauraland, AZ 23400-9348",Middle_Class,872365
60631,5,7,3,40928,"98660 Williams Lock
West Jamesland, HI 66797",Rich,1117741
78404,7,6,3,49398,"62128 Taylor Drive
New Frank, SD 32477-8796",Super_Rich,1935172
86611,4,8,3,45359,"4800 Flores Inlet Apt. 293
South Mary, MO 35793",Super_Rich,1668670
58914,6,6,2,35282,"1787 Paige Path
Justinmouth, DC 31345-4841",Rich,1072704
75867,5,8,4,56294,"8893 Barbara Camp Apt. 439
Jefffort, VA 89472",Super_Rich,1914746
66581,5,5,3,18230,"456 Mitchell Causeway
Georgefort, NE 04481-1083",Middle_Class,839194
62820,7,7,6,23734,"109 Smith Park
Laurachester, MP 38007",Rich,1285157
69711,6,8,3,36291,"29718 Simmons Shores Apt. 119
Andreafurt, IN 14150",Rich,1433614
82710,6,5,4,44768,"USNS Barrera
FPO AA 45323-4290",Rich,1459342
58828,7,8,6,44277,"2260 Torres Crest
Lopezburgh, AK 74728",Super_Rich,1652845
53161,4,8,4,30535,"196 Robinson Ways Apt. 994
Toddmouth, PW 54975",Middle_Class,725830
79361,4,6,3,53875,"9881 Olson Drive
Alexanderbury, PA 91436-2120",Rich,1378863
58325,6,7,6,31256,"1535 Debra Expressway Suite 755
Moonmouth, AL 23444",Rich,1003941
55772,5,6,2,41638,"1968 Estes Turnpike Suite 663
South Carriefurt, NY 13185-2445",Middle_Class,729882
71893,5,7,3,40364,"05664 House Tunnel
New Morganshire, MT 38939",Rich,1270047
75922,6,6,2,49458,"86827 Castaneda Trail Suite 315
Lanceville, UT 64420-1882",Super_Rich,1695706
54648,5,8,4,20270,"80371 Timothy Views
Abigailborough, MN 16645",Middle_Class,714822
71857,6,6,4,52563,"9817 William Drives Apt. 676
Port Michaelmouth, IL 88737",Rich,1462899
67424,5,7,6,32412,"23133 Parker Spur
Brianland, ID 10645",Rich,1127260
70564,5,6,4,38376,"3862 Jones Plains Suite 613
Lake Linda, ME 52695",Rich,1014226
74237,4,4,4,37651,"238 Samuel Haven
South Michael, AL 99621",Middle_Class,852982
58004,5,8,6,29182,"43128 King Branch Apt. 349
Mckeeview, NC 89358-6768",Middle_Class,830286
101928,4,9,4,22804,"856 Harris Centers Suite 940
Nicholasport, IL 91064-1080",Super_Rich,1938866
55809,6,6,4,49001,"748 White Underpass
West Michael, CT 11080-9522",Rich,1247645
48357,4,7,3,45206,"7278 Wiggins Square
South Nathan, FL 72804",Middle_Class,813415
65017,5,5,2,26910,"319 Denise Run
Stephenview, PW 77941-4444",Middle_Class,679373
66949,5,5,3,30323,"402 Steven Greens
East Terrence, FM 76774",Middle_Class,814879
82848,5,6,4,40338,"66118 Torres Pike Apt. 446
West Kevinland, ME 01431-0177",Super_Rich,1489540
65851,6,7,5,36110,"5412 Smith Ports Apt. 902
West Jonstad, PA 43101-8130",Rich,1468738
93579,5,6,4,38977,"258 Cummings Burg Apt. 469
North William, NC 21455-3269",Super_Rich,1859883
76114,6,7,5,42601,"674 Todd Ports
Parsonschester, VA 49485-9488",Super_Rich,1558758
84289,7,7,4,42768,"3999 Laura Lakes
Barnesport, FM 49833",Super_Rich,2120888
57715,5,7,5,19844,"11190 Robinson Extension
Fieldsfort, CA 51614-8941",Middle_Class,790598
